alquiler_id,fecha_id,sucursal_id,vehiculo_id,cliente_id,empleado_id,dias_alquiler,precio_total,descuento,seguro_contratado
336,569,3,139,895,7,3,282.44,27.22,0
337,712,6,167,86,91,2,64.04,8.49,1
338,118,1,183,225,94,10,229.49,33.23,0
339,218,7,132,891,81,9,573.98,54.61,0
340,810,3,229,238,94,6,108.9,11.86,1
341,941,3,91,194,73,2,49.92,3.67,0
342,364,7,97,72,19,5,259.55,2.81,0
343,1079,3,7,618,13,7,294.03,16.67,0
344,90,3,128,789,11,13,367.97,14.77,0
345,694,2,104,143,62,9,246.25,28.06,1
346,500,1,137,643,70,6,148.73,2.75,0
347,851,3,1,935,29,5,336.41,1.21,1
348,463,7,58,504,22,6,127.46,18.94,0
349,684,2,185,946,11,6,224.24,30.12,0
350,372,7,77,915,86,9,210.14,21.66,1
351,756,5,40,808,1,5,349.95,45.23,0
352,980,2,58,592,55,3,71.72,10.32,1
353,373,7,181,327,64,6,107.81,6.85,1
354,504,7,215,563,64,13,918.54,74.23,1
355,864,4,45,241,47,2,51.62,0.02,0
356,226,1,179,370,100,8,1135.72,139.53,1
357,863,4,108,848,29,14,319.57,2.68,0
358,54,7,191,56,90,12,822.94,13.09,0
359,301,6,73,81,32,14,604.29,6.99,1
360,1081,5,241,422,93,8,131.69,6.66,0
361,66,3,258,165,2,3,148.32,8.82,1
362,1028,5,117,434,21,12,679.08,27.69,0
363,115,4,201,189,96,12,212.34,31.09,0
364,830,7,85,56,48,6,222.83,21.61,0
365,688,1,123,289,21,2,99.73,8.1,0
366,634,4,104,654,5,1,44.1,1.59,0
367,99,6,48,967,40,13,1033.26,1.31,1
368,801,6,67,720,87,9,711.14,10.39,1
369,49,7,245,601,5,13,1154.43,50.24,0
370,475,4,73,788,92,11,184.21,4.45,1
371,883,1,199,245,27,6,109.96,16.44,0
372,200,1,74,785,40,11,527.02,43.25,0
373,606,3,35,287,74,8,148.08,8.07,0
374,529,8,132,782,57,12,332.63,32.45,0
375,588,7,210,878,80,8,522.14,71.83,0
376,643,6,43,699,53,9,358.45,27.2,1
377,502,1,80,874,14,11,724.08,31.57,0
378,947,2,179,478,60,4,76.42,7.37,1
379,813,7,103,412,43,3,81.95,0.79,1
380,235,5,233,40,70,12,263.16,6.15,1
381,65,7,32,959,47,4,148.49,17.59,1
382,867,5,130,651,23,4,68.83,0.86,0
383,925,7,269,220,86,2,165.48,22.17,0
384,609,3,102,358,54,7,163.94,11.84,0
385,21,4,40,741,86,12,431.81,37.47,0
386,649,1,78,919,59,14,1974.99,276.64,1
387,833,5,267,740,1,13,926.63,137.36,0
388,448,4,216,714,70,10,419.49,48.73,1
389,30,6,187,17,39,4,118.1,15.88,0
390,721,6,219,536,98,8,386.25,19.46,0
391,334,7,196,292,85,6,182.86,18.89,1
392,204,2,54,92,84,10,1410.19,3.47,1
393,205,8,258,596,5,12,594.37,59.53,1
394,781,2,101,877,61,13,191.46,27.3,1
395,811,1,192,801,29,14,518.39,39.47,1
396,850,4,3,922,54,14,1462.95,7.17,0
397,651,6,88,983,74,14,394.34,58.73,0
398,106,7,66,962,82,10,211.55,12.39,0
399,474,2,65,517,16,9,271.96,25.76,1
400,418,2,48,27,56,3,424.61,0.73,0
401,162,7,13,761,94,12,976.77,19.13,1
402,455,5,100,549,32,4,254.64,27.74,1
403,295,1,53,114,59,1,109.2,15.19,0
404,370,2,40,507,47,5,113.1,15.48,0
405,848,2,250,983,81,8,178.91,2.05,1
406,330,3,153,11,23,11,447.88,44.32,0
407,11,3,268,760,33,6,268.26,37.29,0
408,313,4,187,118,28,1,80.58,0.36,0
409,260,5,141,494,26,12,193.8,27.71,1
410,894,7,99,257,23,12,1213.49,36.02,1
411,639,3,106,977,93,10,223.45,16.35,1
412,653,2,197,440,26,12,545.2,46.38,1
413,1048,5,210,301,78,3,156.03,19.35,1
414,661,7,96,367,32,2,34.88,0.38,1
415,20,6,6,735,43,13,722.11,23.16,1
416,435,4,53,575,36,2,76.34,8.2,0
417,656,4,101,51,64,13,633.15,47.36,1
418,670,7,122,591,3,2,39.24,1.68,0
419,825,1,21,346,83,3,119.35,0.29,1
420,650,6,205,82,72,12,497.02,57.75,1
421,931,8,63,864,48,5,242.68,34.13,0
422,285,2,166,883,89,1,28.25,3.07,0
423,756,1,27,266,6,4,65.38,1.09,1
424,778,5,88,948,18,6,290.3,25.41,0
425,847,8,63,535,68,14,300.72,10.85,1
426,989,4,48,271,99,6,232.9,10.35,0
427,422,2,39,996,64,14,1930.57,17.45,0
428,999,2,175,214,76,14,333.91,38.15,1
429,1034,2,67,225,47,8,1019.63,58.97,1
430,867,3,158,975,74,4,82.75,8.05,0
431,34,8,96,274,4,12,202.58,14.47,1
432,173,6,221,218,20,2,210.74,12.55,1
433,201,1,196,750,55,8,436.34,12.69,0
434,1011,7,56,698,7,10,182.07,17.65,0
435,546,4,34,545,13,1,17.37,0.72,1
436,550,8,106,176,27,2,62.16,3.24,1
437,1031,8,157,874,89,1,100.52,3.6,1
438,933,3,7,683,61,3,69.96,4.49,0
439,20,6,243,598,1,2,43.41,3.18,0
440,596,4,269,516,22,1,22.55,2.55,0
441,927,8,180,559,33,13,640.27,63.71,1
442,617,6,266,794,85,1,101.8,13.09,1
443,43,3,211,877,29,11,498.82,49.34,0
444,883,6,106,763,12,1,80.8,2.35,1
445,921,3,136,933,87,11,530.4,27.75,1
446,566,5,98,43,75,7,412.34,32.17,1
447,711,5,57,993,2,13,574.48,42.99,0
448,594,3,156,499,37,3,151.39,1.47,1
449,253,1,251,314,1,1,39.91,2.58,0
450,581,3,45,731,35,3,126.91,2.72,0
451,66,8,182,255,87,2,91.63,8.76,1
452,637,3,224,696,42,5,116.81,14.09,0
453,409,5,157,88,39,3,72.49,6.16,1
454,895,2,71,540,57,13,373.87,38.93,1
455,841,8,15,935,72,7,241.72,0.96,1
456,497,6,66,636,70,10,290.68,39.24,1
457,13,8,266,472,7,3,129.76,1.65,1
458,596,8,170,886,8,10,377.53,6.88,0
459,1015,3,115,917,87,3,122.98,11.8,0
460,14,8,103,118,9,5,652.59,0.0,0
461,51,8,201,57,16,4,84.14,3.79,1
462,534,8,64,443,19,14,239.21,22.83,0
463,1048,4,244,492,38,11,394.36,17.12,0
464,791,2,238,427,55,11,350.38,7.79,1
465,621,1,228,44,46,10,191.15,27.61,1
466,733,4,179,925,91,1,41.74,3.29,0
467,695,8,72,286,98,3,112.89,11.15,1
468,967,3,260,795,85,8,608.39,47.95,0
469,827,2,24,31,94,10,1127.09,26.91,0
470,475,4,54,922,23,11,490.33,53.56,1
471,235,1,38,453,98,1,20.9,1.17,0
472,774,3,103,201,33,2,53.97,3.98,1
473,1083,4,45,597,4,12,155.67,14.69,0
474,11,6,209,582,70,13,166.96,21.65,1
475,1082,8,98,853,27,12,567.89,48.59,1
476,283,2,225,438,81,10,1043.91,58.9,0
477,207,2,256,237,7,13,327.24,29.52,1
478,515,7,184,70,21,14,411.69,59.78,0
479,818,1,57,597,61,10,400.01,56.22,1
480,411,6,31,143,27,6,145.28,11.92,1
481,73,6,37,973,54,8,165.83,14.88,0
482,214,1,255,520,29,5,108.93,10.63,1
483,467,1,29,27,100,13,518.67,60.83,0
484,988,1,199,785,49,11,602.34,62.83,1
485,242,6,181,199,44,3,126.93,8.31,0
486,466,7,24,822,2,2,31.06,4.07,0
487,370,5,23,322,45,1,21.27,1.92,0
488,251,2,40,257,70,10,575.48,17.77,1
489,752,5,126,540,35,12,276.33,13.22,0
490,996,5,41,209,18,7,340.89,43.03,0
491,763,3,19,241,90,9,955.05,63.07,1
492,554,5,197,308,11,8,226.91,2.03,1
493,910,1,115,211,49,14,266.85,7.38,1
494,713,1,173,945,34,5,325.01,39.5,0
495,889,7,30,827,14,12,611.12,50.72,1
496,1063,5,84,984,49,10,380.69,26.69,0
497,562,2,128,790,70,5,83.99,3.73,1
498,514,1,64,315,73,5,377.87,37.45,1
499,19,8,19,990,46,8,161.38,11.62,0
500,567,6,33,452,24,10,235.11,9.1,1
501,358,3,26,239,15,3,240.56,23.62,0
502,467,1,133,999,33,6,245.03,0.59,1
503,159,8,58,524,10,4,300.77,10.69,1
504,874,5,74,26,42,7,695.99,63.37,1
505,603,1,83,378,6,11,940.39,41.03,0
506,642,6,111,388,75,10,221.15,1.08,0
507,460,7,63,868,68,2,118.21,14.15,1
508,601,4,169,249,99,5,153.65,22.53,0
509,494,8,210,371,11,12,499.36,26.37,0
510,920,7,118,584,17,8,1000.4,138.91,0
511,534,5,175,322,16,10,533.18,6.52,1
512,406,3,233,16,22,8,336.98,6.11,1
513,70,7,13,707,22,2,85.06,12.63,0
514,495,5,61,345,44,6,178.71,15.86,0
515,920,7,231,759,56,12,350.49,15.21,1
516,1044,2,78,918,1,3,130.74,11.64,1
517,1042,5,50,238,39,6,204.84,15.16,0
518,366,3,22,834,95,6,200.26,26.51,0
519,644,2,178,292,22,5,257.51,4.58,1
520,591,5,55,947,30,4,161.58,16.15,0
521,346,1,21,983,70,9,255.49,20.61,0
522,757,4,145,965,74,14,711.24,45.5,1
523,246,8,222,506,34,5,145.9,1.9,0
524,725,2,114,745,10,11,1117.49,54.83,1
525,152,6,20,444,13,11,1083.27,151.5,1
526,73,1,126,141,76,11,499.42,28.18,0
527,384,8,145,135,26,8,172.11,16.39,0
528,428,3,20,429,89,7,86.82,3.43,1
529,369,5,119,897,38,6,238.49,23.9,1
530,606,2,113,116,97,6,305.21,34.97,1
531,238,3,238,980,41,4,149.1,14.77,1
532,991,8,211,704,31,3,166.42,0.72,1
533,662,5,163,422,51,1,25.62,3.11,1
534,449,6,24,316,58,1,31.76,1.95,0
535,676,3,11,974,93,2,94.33,0.3,1
536,130,1,266,216,47,6,559.15,44.91,0
537,331,6,170,424,28,4,183.21,15.2,0
538,1079,2,257,408,63,14,282.8,1.79,1
539,507,1,140,768,16,4,252.63,30.81,1
540,553,2,40,76,65,14,306.94,33.25,1
541,311,2,201,199,78,12,339.63,43.78,1
542,562,8,104,103,34,12,485.62,70.6,1
543,833,5,248,292,90,7,205.12,16.41,0
544,764,2,232,230,74,8,174.56,25.53,1
545,224,5,171,148,81,6,148.61,21.75,0
546,512,2,73,413,79,14,247.14,31.07,0
547,692,3,19,330,89,5,217.07,18.41,1
548,1001,8,161,983,84,12,477.19,16.87,1
549,167,2,218,717,10,9,514.56,29.0,0
550,405,8,59,40,55,12,407.32,30.26,1
551,818,1,152,121,56,14,570.55,85.22,1
552,340,3,149,536,88,6,738.38,22.65,1
553,677,3,85,537,92,8,636.66,79.21,0
554,138,1,160,719,25,3,232.24,6.94,0
555,960,3,35,359,82,2,57.71,4.84,0
556,563,5,219,599,94,1,140.54,6.45,1
557,415,2,79,106,94,9,1141.17,37.05,0
558,1070,7,170,590,99,2,204.16,26.13,1
559,475,4,47,952,79,3,48.06,1.06,0
560,107,3,262,827,57,6,99.73,6.36,1
561,494,7,194,793,50,9,894.24,94.73,1
562,439,3,143,729,19,6,728.84,91.82,1
563,247,7,179,183,4,13,585.14,76.02,1
564,392,7,192,184,96,7,743.83,111.07,0
565,636,6,49,933,48,9,276.56,37.99,0
566,981,7,23,713,91,11,600.59,22.8,0
567,931,8,89,485,96,8,767.29,100.7,0
568,314,3,68,85,54,1,47.03,5.88,0
569,644,2,143,874,25,11,536.7,52.74,0
570,347,6,265,15,86,14,1948.58,117.84,0
571,303,5,43,177,57,14,386.58,2.58,0
572,7,5,141,575,45,11,241.72,4.27,1
573,186,3,45,191,41,8,534.57,47.4,0
574,943,2,127,316,88,4,63.31,6.1,0
